"","age","male","msm","preg","LE_ps","LE_healthy","QALY_ps","QALY_healthy","LE_loss","QALY_loss","n_sim"
"21",42,1,0,0,36.1619117601803,36.1634415995883,36.0518437688049,36.1634415995883,0.00152983940800056,0.111597830783488,2
"22",50,1,0,0,29.0672175071354,29.0690498077688,28.9771001501172,29.0690498077687,0.00183230063339579,0.0919496576515293,2
"23",60,1,0,0,20.9287596252891,20.9295739710551,20.8612955008784,20.9295739710551,0.000814345766038116,0.0682784701767503,2
"24",76,1,0,0,9.52400890266695,9.52435279288266,9.48734883107258,9.52435279288265,0.000343890215710019,0.0370039618100755,2
"25",2,1,0,0,73.9197547491022,73.919996289754,73.1916157248834,73.919996289754,0.000241540651785499,0.728380564870548,3
"26",7,1,0,0,68.9879101420904,68.9882684993047,68.3178679727229,68.9882684993048,0.000358357214324201,0.670400526581844,3
"27",12,1,0,0,64.0234708694739,64.0240023193695,63.4115156419419,64.0240023193696,0.000531449895689207,0.612486677427732,3
"28",17,1,0,0,59.1339348915769,59.1347240506741,58.5789038638129,59.134724050674,0.000789159097166703,0.555820186861162,3
"29",22,1,0,0,54.4196502125724,54.420825573207,53.9194423688078,54.420825573207,0.00117536063453372,0.501383204399161,3
"30",27,1,0,0,49.8219529252885,49.8236119262197,49.3750443347395,49.8236119262197,0.00165900093122673,0.448567591480199,3
"31",32,1,0,0,45.2519424521294,45.2540680813518,44.8575094844884,45.2540680813518,0.00212562922244075,0.39655859686345,3
"32",37,1,0,0,40.6985008819767,40.7009714534354,40.355591757597,40.7009714534354,0.00247057145875118,0.345379695838439,3
"33",42,1,0,0,36.1607940911983,36.1634415995883,35.8681382051298,36.1634415995883,0.00264750838999106,0.295303394458536,3
"34",50,1,0,0,29.0666758806747,29.0690498077688,28.8496570856138,29.0690498077687,0.00237392709406947,0.219392722154975,3
"35",60,1,0,0,20.9280784086785,20.9295739710551,20.7922800718666,20.9295739710551,0.00149556237663262,0.137293899188467,3
"36",76,1,0,0,9.52397139893151,9.52435279288266,9.48214625782664,9.52435279288265,0.000381393951148112,0.0422065350560104,3
"37",2,1,0,0,73.9197555393844,73.919996289754,73.0324921416208,73.919996289754,0.000240750369599141,0.887504148133218,4
"38",7,1,0,0,68.9878839491587,68.9882684993047,68.1698246630527,68.9882684993048,0.000384550146009133,0.818443836252086,4
"39",12,1,0,0,64.0233883322579,64.0240023193695,63.2746402334521,64.0240023193696,0.000613987111634628,0.749362085917518,4
"40",17,1,0,0,59.1337424799893,59.1347240506741,58.4530190391727,59.134724050674,0.000981570684757571,0.681705011501364,4
"41",22,1,0,0,54.4192517976376,54.420825573207,53.8041281025595,54.420825573207,0.00157377556939053,0.616697470647537,4
"42",27,1,0,0,49.8212573053197,49.8236119262197,49.2700461526073,49.8236119262197,0.00235462090007132,0.553565773612476,4
"43",32,1,0,0,45.2509277433347,45.2540680813518,44.7628521406479,45.2540680813518,0.00314033801715397,0.491215940703881,4
"44",37,1,0,0,40.6972156890176,40.7009714534354,40.271397902251,40.7009714534354,0.00375576441784631,0.42957355118444,4
