"","x"
"X999.2.5%",999
"msm.2.5%",0.0259788705786218
"msw.2.5%",0.0611013517906199
"men.2.5%",0.0445202762454723
"nopregw.2.5%",0.0545617712356859
"women.2.5%",0.0545617712356859
"baby.2.5%",-1.95942216366542
"preg.2.5%",27.9634202282145
"all.2.5%",0.0475798623716977
