"","x"
"X999.2.5%",999
"msm.2.5%",0.0440020031168416
"msw.2.5%",0.105020761389138
"men.2.5%",0.074096784612428
"nopregw.2.5%",0.0944770712529104
"women.2.5%",0.0944770712529104
"baby.2.5%",-4.71029504972374
"preg.2.5%",77.2095670907752
"all.2.5%",0.0800712541732709
