"","age","PS","SS","EL","LL","TS_notx","TS","EN","LN","Treated","Dead_TS","Dead_other","n_sim"
"39",12,0.000253741977611322,0.00601921504447872,0,0,0.00136523851397129,0.158992230306976,0.000444547772128908,4.66324653759992e-05,0,4.67611513081217e-06,1.30726294205695,4
"40",17,0.000252673110872988,0.00593911777604472,0,0,0.00104119826454705,0.118250215754781,0.000445671453455404,3.55341258723478e-05,0,1.25618610978909e-05,1.51489144069104,4
"41",22,0.000252672437089,0.00593868023385356,0,0,0.00098051126353019,0.107864615865296,0.000445654469129959,3.34558996320578e-05,0,4.57939474408148e-05,1.7316020018134,4
"42",27,0.000252287272509166,0.00590988519374767,0,0,0.000960364463373928,0.10075800332092,0.000446382547608792,3.27664059341313e-05,0,0.00014223191522696,1.95630271953564,4
"43",32,0.00025228649564962,0.00590937989907739,0,0,0.00125560781616449,0.12296154543809,0.000446069223940102,4.28804439252289e-05,0,0.000414579467894961,2.20036312305912,4
"44",37,0.000253275730811052,0.00598235471841416,0,0,0.00171018442226532,0.155573915396241,0.000444266990308433,5.84537093802474e-05,0,0.000884623544365259,2.45992631050261,4
"45",42,0.000253274409696718,0.00598150054474026,0,0,0.00197657555961387,0.165075145433637,0.000443979269326,6.7581745383504e-05,0,0.00135456578766985,2.73844816291185,4
"46",50,0.000253736394874981,0.00601342014935532,0,0,0.00216745049727816,0.155705411455121,0.000442936913077443,7.4123635629041e-05,0,0.00169361165858678,3.16716337131138,4
"47",60,0.000253724425286321,0.00600575846244406,0,0,0.00203385982733423,0.112863083375512,0.000441207642297411,6.95489470437392e-05,0,0.00129881501179178,3.44295555116976,4
"48",76,0.000253660978989786,0.0059652613558166,0,0,0.00146983635535162,0.0383286085789089,0.000431956933875009,5.02333087710205e-05,0,0.000527964199637345,2.68323140475925,4
"49",2,0.000310868560967174,0.00711821857646834,0,0,0.00177270109462008,0.200799809376513,0.00284411106416097,0.000140881676846661,0,4.17572367107156e-07,0.959920068717201,5
"50",7,0.000310869941144776,0.00711844033198694,0,0,0.00161616658256027,0.180365487908945,0.00284438488495886,0.000128242408121537,0,9.64658142256718e-07,1.11560273340632,5
"51",12,0.000310855956134546,0.00711766434273325,0,0,0.0012600423319343,0.138348983568936,0.00284365214357708,9.94885341171554e-05,0,2.23607592634494e-06,1.30726319566779,5
"52",17,0.000307090684920392,0.0069143301050378,0,0,0.000938176663362441,0.100507380713651,0.00271719249171927,7.36004094348119e-05,0,7.41373726845548e-06,1.51489199990907,5
"53",22,0.000307087895022309,0.00691387908205408,0,0,0.000885713184053707,0.0920823952108458,0.00271656529359235,6.93653162018915e-05,0,3.50832263805786e-05,1.73160334633778,5
"54",27,0.000305745501307351,0.00684220451466813,0,0,0.000835500469541044,0.0833222403008963,0.00267375563996434,6.5346233510531e-05,0,0.000121240607441884,1.95630595639824,5
"55",32,0.00030574229766963,0.00684168637921416,0,0,0.00103638395976563,0.0973061765348188,0.00267302253222358,8.15707715524891e-05,0,0.000371866317733905,2.20037107592837,5
"56",37,0.000309204114631662,0.00702655630820613,0,0,0.00142241946964339,0.124871993597123,0.00278429728118208,0.000112660637663631,0,0.000861564983129641,2.45993525697922,5
"57",42,0.000309198609168661,0.00702566457596136,0,0,0.00162083156117745,0.131320707493627,0.00278302005453762,0.000128691716822512,0,0.00138243037867087,2.73845216727299,5
"58",50,0.000310830082521459,0.00711198815625974,0,0,0.00182006229431402,0.127583163927143,0.00283475576720552,0.000144749638709351,0,0.00191246394753234,3.16713729275379,5
"59",60,0.000310779958820353,0.00710388822324913,0,0,0.00174466767936677,0.0951447407949657,0.00282292429357022,0.000138669838302627,0,0.00133958951482773,3.44294827872981,5
"60",76,0.000310514462643988,0.00706109167663942,0,0,0.00136875699530851,0.0350915327111293,0.00275953585869559,0.000108374299412905,0,0.00063252027149706,2.68320692808087,5
"61",2,0.000461320608217725,0.0144779800404845,0,0,0.00137739680108416,0.175197106949285,0.00435781342824808,0.000201408942642125,0,6.4500323654921e-07,0.959920042299916,6
"62",7,0.000461320500706533,0.0144784495807123,0,0,0.00114626836499296,0.144039546563292,0.00435816635412762,0.000166756131648794,0,1.01216631285522e-06,1.11560271824068,6
"63",12,0.000461308814257891,0.014476815864793,0,0,0.000788073088154539,0.0975284649411117,0.00435841581855995,0.00011305276705863,0,1.5926880738569e-06,1.30726323361535,6
"64",17,0.000458117924881002,0.0140534907240922,0,0,0.000543921715956335,0.0655314856121612,0.0042870538784491,7.65315681202153e-05,0,4.05995035518357e-06,1.51489224363435,6
"65",22,0.000458118208360538,0.0140525313792736,0,0,0.000506599757626853,0.0591242364434744,0.00428647610252942,7.09370200504515e-05,0,1.63588737732773e-05,1.73160477418344,6
"66",27,0.000456973681770266,0.0139037900771031,0,0,0.000487144966114527,0.0540566893166005,0.00426399898117606,6.80474348118846e-05,0,5.78109331006599e-05,1.95631121909817,6
"67",32,0.000456974035976633,0.0139026985140522,0,0,0.000700711407889778,0.0717314227214158,0.0042625510488238,0.000100071752618195,0,0.000207012245225206,2.20038600341431,6
"68",37,0.000459925385548227,0.0142867850278204,0,0,0.00111578831489757,0.10486298648927,0.00432156910586137,0.000162240984394998,0,0.00051630203738001,2.45997060492927,6
