"","x"
"X999.97.5%",999
"msm.97.5%",0.456742136704779
"msw.97.5%",0.481464429437196
"men.97.5%",0.408316137963462
"nopregw.97.5%",0.324820673060722
"women.97.5%",0.324820673060722
"baby.97.5%",-3.77536068926582
"preg.97.5%",77.9731783302869
"all.97.5%",0.37159674125523
